ma_shop_n, metroarian, ma_ptrans, ucl_code, ma_edu, ucl_name, metroariac, ma_shop, ma_edu_n, ma_hlth_n, ma_hlth, ma_ptransn, ma_fpost_n, ma_fpost, sa1no
"Very High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,1,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132645"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21205132646"
"High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132647"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"21205132648"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132649"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"21205132650"
"Very High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"21205132651"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132652"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21205132653"
"Moderate Accessibility","Moderate Accessibility",4,201001,2,"Melbourne",3,3,"High Accessibility","High Accessibility",2,"Low Accessibility","Moderate Accessibility",3,"21205132701"
"High Accessibility","High Accessibility",3,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","Moderate Accessibility",3,"21205132702"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132703"
"High Accessibility","High Accessibility",3,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132704"
"High Accessibility","High Accessibility",3,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132705"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21205132706"
"Moderate Accessibility","Moderate Accessibility",3,201001,2,"Melbourne",3,3,"High Accessibility","Moderate Accessibility",3,"Moderate Accessibility","Moderate Accessibility",3,"21205132707"
"High Accessibility","Moderate Accessibility",3,201001,1,"Melbourne",3,2,"Very High Accessibility","Moderate Accessibility",3,"Moderate Accessibility","Moderate Accessibility",3,"21205132708"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"21205132709"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132710"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132711"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132712"
"Moderate Accessibility","Moderate Accessibility",4,201001,2,"Melbourne",3,3,"High Accessibility","High Accessibility",2,"Low Accessibility","Moderate Accessibility",3,"21205132713"
"Moderate Accessibility","Moderate Accessibility",3,201001,2,"Melbourne",3,3,"High Accessibility","High Accessibility",2,"Moderate Accessibility","Moderate Accessibility",3,"21205132714"
"Moderate Accessibility","High Accessibility",2,201001,2,"Melbourne",2,3,"High Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21205132715"
"Moderate Accessibility","High Accessibility",2,201001,1,"Melbourne",2,3,"Very High Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21205132716"
"High Accessibility","High Accessibility",1,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Very High Accessibility","Moderate Accessibility",3,"21205132717"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21205132718"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132719"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132720"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","Moderate Accessibility",3,"High Accessibility","Moderate Accessibility",3,"21205132721"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","Moderate Accessibility",3,"Moderate Accessibility","Moderate Accessibility",3,"21205132722"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132723"
"High Accessibility","Moderate Accessibility",3,201001,2,"Melbourne",3,2,"High Accessibility","Moderate Accessibility",3,"Moderate Accessibility","Moderate Accessibility",3,"21205132724"
"High Accessibility","High Accessibility",3,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132725"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132726"
"High Accessibility","Moderate Accessibility",2,201001,3,"Melbourne",3,2,"Moderate Accessibility","Moderate Accessibility",3,"High Accessibility","Moderate Accessibility",3,"21205132727"
"Moderate Accessibility","Moderate Accessibility",4,201001,2,"Melbourne",3,3,"High Accessibility","Moderate Accessibility",3,"Low Accessibility","Moderate Accessibility",3,"21205132728"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132729"
"High Accessibility","High Accessibility",3,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132730"
"Moderate Accessibility","Moderate Accessibility",3,201001,3,"Melbourne",3,3,"Moderate Accessibility","Moderate Accessibility",3,"Moderate Accessibility","Moderate Accessibility",3,"21205132731"
"Moderate Accessibility","Moderate Accessibility",3,201001,3,"Melbourne",3,3,"Moderate Accessibility","Moderate Accessibility",3,"Moderate Accessibility","Moderate Accessibility",3,"21205132732"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132733"
"High Accessibility","High Accessibility",3,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21205132734"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132735"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21205132736"
"High Accessibility","Moderate Accessibility",2,201001,2,"Melbourne",3,2,"High Accessibility","Moderate Accessibility",3,"High Accessibility","Moderate Accessibility",3,"21205132737"
"High Accessibility","Moderate Accessibility",2,201001,3,"Melbourne",3,2,"Moderate Accessibility","Moderate Accessibility",3,"High Accessibility","Moderate Accessibility",3,"21205132738"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","Moderate Accessibility",3,"High Accessibility","Moderate Accessibility",3,"21205132739"
"Moderate Accessibility","Moderate Accessibility",4,201001,2,"Melbourne",3,3,"High Accessibility","High Accessibility",2,"Low Accessibility","Moderate Accessibility",3,"21205132740"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"21205132741"
"Moderate Accessibility","High Accessibility",2,201001,2,"Melbourne",2,3,"High Accessibility","Very High Accessibility",1,"High Accessibility","Moderate Accessibility",3,"21205132742"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132743"
"Moderate Accessibility","High Accessibility",2,201001,2,"Melbourne",2,3,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132744"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21205132745"
"High Accessibility","Moderate Accessibility",1,201001,3,"Melbourne",3,2,"Moderate Accessibility","Moderate Accessibility",3,"Very High Accessibility","Moderate Accessibility",3,"21205132746"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132747"
"Moderate Accessibility","High Accessibility",2,201001,1,"Melbourne",2,3,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21205132748"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21301132801"
"Moderate Accessibility","Moderate Accessibility",2,201001,1,"Melbourne",3,3,"Very High Accessibility","Moderate Accessibility",3,"High Accessibility","Low Accessibility",4,"21301132802"
"Moderate Accessibility","Moderate Accessibility",4,201001,2,"Melbourne",3,3,"High Accessibility","Moderate Accessibility",3,"Low Accessibility","Low Accessibility",4,"21301132803"
"Moderate Accessibility","Moderate Accessibility",3,201001,3,"Melbourne",3,3,"Moderate Accessibility","Moderate Accessibility",3,"Moderate Accessibility","High Accessibility",2,"21301132804"
"Moderate Accessibility","Moderate Accessibility",2,201001,3,"Melbourne",3,3,"Moderate Accessibility","Moderate Accessibility",3,"High Accessibility","High Accessibility",2,"21301132805"
"Moderate Accessibility","Moderate Accessibility",2,201001,2,"Melbourne",3,3,"High Accessibility","Moderate Accessibility",3,"High Accessibility","High Accessibility",2,"21301132806"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"21301132807"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"21301132808"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21301132809"
"High Accessibility","High Accessibility",1,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"21301132810"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21301132811"
"High Accessibility","High Accessibility",1,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"21301132812"
"High Accessibility","High Accessibility",3,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","Moderate Accessibility",3,"21301132813"
"Moderate Accessibility","High Accessibility",2,201001,1,"Melbourne",2,3,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21301132814"
"Moderate Accessibility","High Accessibility",3,201001,1,"Melbourne",2,3,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21301132815"
"Moderate Accessibility","Moderate Accessibility",2,201001,1,"Melbourne",3,3,"Very High Accessibility","Moderate Accessibility",3,"High Accessibility","Low Accessibility",4,"21301132816"
